,casting_time,classes,description,duration,level,name,range,ritual,school,tags,type,components.material,components.raw,components.somatic,components.verbal,components.materials_needed,higher_levels,namesFR,descrisFR,descrisHLFR
314,1 action,"['bard', 'sorcerer', 'wizard']","For the duration, you see invisible creatures and objects as if they were visible, and you can see into the Ethereal Plane. Ethereal creatures and objects appear ghostly and translucent.",1 hour,2,See Invisibility,Self,False,divination,"['bard', 'sorcerer', 'wizard', 'level2']",2nd-level divination,True,"V, S, M (a pinch of tale and a small sprinkling of powdered silver)",True,True,['a pinch of tale and a small sprinkling of powdered silver'],,Voir l'invisibilité,"Pendant toute la durée de l'expérience, vous voyez des créatures et des objets invisibles comme s'ils étaient visibles, et vous pouvez voir dans le plan éthéré. Les créatures et les objets éthérés apparaissent fantomatiques et translucides.",
315,1 action,"['bard', 'sorcerer', 'warlock', 'wizard']","A sudden loud ringing noise, painfully intense, erupts from a point of your choice within range. Each creature in a lO-foot-radius sphere centered on that point must make a Constitution saving throw. A creature takes 3d8 thunder damage on a failed save, or half as much damage on a successful one. A creature made of inorganic material such as stone, crystal, or metal has disadvantage on this saving throw.

A nonmagical object that isn't being worn or carried also takes the damage if it's in the spell's area.",Instantaneous,2,Shatter,60 feet,False,evocation,"['bard', 'sorcerer', 'warlock', 'wizard', 'level2']",2nd-level evocation,True,"V, S, M (a chip of mica)",True,True,['a chip of mica'],"When you cast this spell using a spell slot of 3rd levei or higher, the damage increases by ld8 for each slot level above 2nd.",Briser,"Un bruit de sonnerie soudain, intense et douloureux, retentit depuis un point de votre choix à portée. Chaque créature dans une sphère de 30 mètres de rayon centrée sur ce point doit effectuer un jet de sauvegarde de Constitution. Une créature subit 3d8 dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Une créature faite de matériaux inorganiques tels que la pierre, le cristal ou le métal subit un désavantage sur ce jet de sauvegarde.

Un objet non magique qui n'est pas porté ou transporté subit également les dégâts s'il se trouve dans la zone d'effet du sort.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, les dégâts augmentent de ld8 pour chaque niveau d'emplacement supérieur au 2."
316,1 action,"['sorcerer', 'warlock', 'wizard']","Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and upside down along ceilings, while leaving its hands free. The target also gains a climbing speed equal to its walking speed.","Concentration, up to 1 hour",2,Spider Climb,Touch,False,transmutation,"['sorcerer', 'warlock', 'wizard', 'level2']",2nd-level transmutation,True,"V, S, M (a drop of bitumen and a spider)",True,True,['a drop of bitumen and a spider'],,L'ascension de l'araignée,"Jusqu'à la fin du sort, une créature consentante que vous touchez acquiert la capacité de monter, de descendre et de traverser des surfaces verticales, ainsi que de se déplacer à l'envers le long des plafonds, tout en gardant les mains libres. La cible acquiert également une vitesse d'escalade égale à sa vitesse de marche.",
317,1 action,"['druid', 'ranger']","The ground in a 20-foot radius centered on a point within range twists and sprouts hard spikes and thorns. The area becomes difficult terrain for the duration. When a creature moves into or within the area, it takes 2d4 piercing damage for every 5 feet it travels.

The transformation of the ground is camouflaged to look natural. Any creature that can't see the area at the time the spell is cast must make a Wisdom (Perception) check against your spell save DC to recognize the terrain as hazardous before entering it.","Concentration, up to 10 minutes",2,Spike Growth,150 feet,False,transmutation,"['druid', 'ranger', 'level2']",2nd-level transmutation,True,"V, S, M (seven sharp thorns or seven small twigs, each sharpened to a point)",True,True,"['seven sharp thorns or seven small twigs, each sharpened to a point']",,Croissance en pointe,"Le sol dans un rayon de 6 mètres centré sur un point à portée se tord et fait pousser des pointes et des épines dures. La zone devient un terrain difficile pendant la durée du sort. Lorsqu'une créature se déplace dans ou à l'intérieur de la zone, elle subit 2d4 dégâts perforants pour chaque 1,5 mètre parcouru.

La transformation du sol est camouflée pour paraître naturelle. Toute créature qui ne peut pas voir la zone au moment où le sort est lancé doit faire un test de Sagesse (Perception) contre le DD de sauvegarde de votre sort pour reconnaître le terrain comme dangereux avant d'y entrer.",
318,1 bonus action,['paladin'],"The next time you hit a creature with a melee weapon attack during this spell's duration, your weapon pierces both body and mind, and the attack deals an extra 4d6 psychic damage to the target. The target must make a Wisdom saving throw. On a failed save, it has disadvantage on attack rolls and ability checks, and can't take reactions, until the end of its next turn.","Concentration, up to 1 minute",4,Staggering Smite,Self,False,evocation,"['paladin', 'level4']",4th-level evocation,False,V,False,True,,,Frappe stupéfiante,"La prochaine fois que vous touchez une créature avec une attaque d'arme de mêlée pendant la durée de ce sort, votre arme transperce à la fois le corps et l'esprit, et l'attaque inflige 4d6 dégâts psychiques supplémentaires à la cible. La cible doit réussir un jet de sauvegarde de Sagesse. En cas d'échec, elle subit un désavantage aux jets d'attaque et de caractéristique, et ne peut pas effectuer de réactions jusqu'à la fin de son prochain tour.",
319,1 action,"['cleric', 'druid', 'wizard']","You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn’t possible.",Instantaneous,4,Stone Shape,Touch,False,transmutation,"['cleric', 'druid', 'wizard', 'level4']",4th-level transmutation,True,"V, S, M (soft clay, which must be worked into roughly the desired shape of the stone object)",True,True,"['soft clay, which must be worked into roughly the desired shape of the stone object']",,Forme de pierre,"Vous touchez un objet en pierre de taille moyenne ou plus petit ou une section de pierre ne dépassant pas 1,50 m dans n'importe quelle dimension et lui donnez la forme qui vous convient. Ainsi, par exemple, vous pouvez façonner un gros rocher en une arme, une idole ou un coffre, ou faire un petit passage à travers un mur, à condition que le mur ait moins de 1,50 m d'épaisseur. Vous pouvez également façonner une porte en pierre ou son cadre pour la fermer hermétiquement. L'objet que vous créez peut avoir jusqu'à deux charnières et un loquet, mais des détails mécaniques plus fins ne sont pas possibles.",
320,1 action,"['druid', 'sorcerer', 'wizard']","A beam of brilliant light flashes out from your hand in a 5-foot-wide, 60-foot-long line. Each creature in the line must make a Constitution saving throw. On a failed save, a creature takes 6d8 radiant damage and is blinded until your next turn. On a successful save, it takes half as much damage and isn't blinded by this spell. Undead and oozes have disadvantage on this saving throw.

You can create a new line of radiance as your action on any turn until the spell ends.

For the duration, a mote of brilliant radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 feet. This light is sunlight.","Concentration, up to 1 minute",6,Sunbeam,Self (60-foot line),False,evocation,"['druid', 'sorcerer', 'wizard', 'level6']",6th-level evocation,True,"V, S, M (a magnifying glass)",True,True,['a magnifying glass'],,Rayon de soleil,"Un rayon de lumière éclatante jaillit de votre main sur une ligne de 1,50 m de large et 18 m de long. Chaque créature de la ligne doit réussir un jet de sauvegarde de Constitution. En cas d'échec, une créature subit 6d8 dégâts radiants et est aveuglée jusqu'à votre prochain tour. En cas de réussite, elle subit la moitié des dégâts et n'est pas aveuglée par ce sort. Les morts-vivants et les limons ont un désavantage sur ce jet de sauvegarde.

Vous pouvez créer une nouvelle ligne de rayonnement par votre action à n'importe quel tour jusqu'à la fin du sort.

Pendant toute la durée du sort, un grain de rayonnement brillant brille dans votre main. Il projette une lumière vive dans un rayon de 9 m et une lumière tamisée sur 9 m supplémentaires. Cette lumière est la lumière du soleil.",
321,1 action,"['druid', 'sorcerer', 'ranger', 'wizard']","This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and slashing damage.","Concentration, up to 1 hour",4,Stoneskin,Touch,False,abjuration,"['druid', 'sorcerer', 'ranger', 'wizard', 'level4']",4th-level abjuration,True,"V, S, M (diamond dust worth 100 gp, which the spell consumes)",True,True,"['diamond dust worth 100 gp, which the spell consumes']",,Peau de pierre,"Ce sort rend la chair d'une créature consentante que vous touchez dure comme de la pierre. Jusqu'à la fin du sort, la cible bénéficie d'une résistance aux dégâts contondants, perforants et tranchants non magiques.",
322,1 bonus action,['ranger'],"You transmute your quiver so it produces an endless supply of nonmagical ammunition, which seems to leap into your hand when you reach for it.

On each of your turns until the spell ends, you can use a bonus action to make two attacks with a weapon that uses ammunition from the quiver. Each time you make such a ranged attack, your quiver magically replaces the piece of ammunition you used with a similar piece of nonmagical ammunition. Any pieces of ammunition created by this spell disintegrate when the spell ends. If the quiver leaves your possession, the spell ends.","Concentration, up to 1 minute",5,Swift Quiver,Touch,False,transmutation,"['ranger', 'level5']",5th-level transmutation,True,"V, S, M (a quiver containing at least one piece of ammunition)",True,True,['a quiver containing at least one piece of ammunition'],,Carquois rapide,"Vous transmutez votre carquois de manière à ce qu'il produise une réserve infinie de munitions non magiques, qui semblent sauter dans votre main lorsque vous les attrapez.

À chacun de vos tours jusqu'à la fin du sort, vous pouvez utiliser une action bonus pour effectuer deux attaques avec une arme qui utilise des munitions du carquois. Chaque fois que vous effectuez une telle attaque à distance, votre carquois remplace magiquement la munition que vous avez utilisée par une munition non magique similaire. Toutes les munitions créées par ce sort se désintègrent lorsque le sort prend fin. Si le carquois quitte votre possession, le sort prend fin.",
323,1 action,"['sorcerer', 'wizard']","You gain the ability to move or manipulate creatures or objects by thought. When you cast the spell, and as your action each round for the duration, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round, or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.

Creature: You can try to move a Huge or smaller creature. Make an ability check with your Spellcasting Ability contested by the creature's Strength check. If you win the contest, you move the creature up to 30 feet in any direction, including upward but not beyond the range of this spell. Until the end of your next turn, the creature is Restrained in your Telekinetic grip. A creature lifted upward is suspended in mid-air.
On subsequent rounds, you can use your action to attempt to maintain your telekinetic grip on the creature by repeating the contest.

Object: You can try to move an object that weighs up to 1,000 pounds. If the object isn't being worn or carried, you automatically move it up to 30 feet in any direction, but not beyond the range of this spell.
If the object is worn or carried by a creature, you must make an ability check with your spellcasting ability contested by that creature’s Strength check. If you succeed, you pull the object away from that creature and can move it up to 30 feet in any direction but not beyond the range of this spell.

You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.","Concentration, up to 10 minutes",5,Telekinesis,60 feet,False,transmutation,"['sorcerer', 'wizard', 'level5']",5th-level transmutation,False,"V, S",True,True,,,Télékinésie,"Vous obtenez la capacité de déplacer ou de manipuler des créatures ou des objets par la pensée. Lorsque vous lancez le sort, et comme action à chaque round pendant sa durée, vous pouvez exercer votre volonté sur une créature ou un objet que vous pouvez voir à portée, provoquant l'effet approprié ci-dessous. Vous pouvez affecter la même cible tour après tour, ou en choisir une nouvelle à tout moment. Si vous changez de cible, la cible précédente n'est plus affectée par le sort.

Créature : Vous pouvez essayer de déplacer une créature de taille Géante ou plus petite. Effectuez un test de caractéristique avec votre Capacité de Lancer de Sorts contesté par le test de Force de la créature. Si vous remportez le concours, vous déplacez la créature jusqu'à 9 mètres dans n'importe quelle direction, y compris vers le haut mais pas au-delà de la portée de ce sort. Jusqu'à la fin de votre prochain tour, la créature est retenue par votre emprise télékinétique. Une créature soulevée vers le haut est suspendue dans les airs.
Lors des tours suivants, vous pouvez utiliser votre action pour tenter de maintenir votre emprise télékinétique sur la créature en répétant le concours.

Objet : Vous pouvez essayer de déplacer un objet qui pèse jusqu'à 450 kilos. Si l'objet n'est pas porté ou transporté, vous le déplacez automatiquement jusqu'à 9 mètres dans n'importe quelle direction, mais pas au-delà de la portée de ce sort.
Si l'objet est porté ou transporté par une créature, vous devez faire un test de caractéristique avec votre capacité d'incantation contestée par le test de Force de cette créature. Si vous réussissez, vous éloignez l'objet de cette créature et pouvez le déplacer jusqu'à 9 mètres dans n'importe quelle direction, mais pas au-delà de la portée de ce sort.

Vous pouvez exercer un contrôle précis sur les objets avec votre prise télékinétique, comme manipuler un outil simple, ouvrir une porte ou un conteneur, ranger ou récupérer un objet d'un conteneur ouvert, ou verser le contenu d'une fiole.",
324,1 minute,"['bard', 'sorcerer', 'wizard']","As you cast the spell, you draw a 10-foot-diameter circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice, whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.

Many major temples, guilds, and other important places have permanent teleportation circles inscribed somewhere within their confines. Each such circle includes a unique sigil sequence—-a string of magical runes arranged in a particular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You can learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute.

You can create a permanent teleportation circle by casting this spell in the same location every day for one year. You need not use the circle to teleport when you cast the spell in this way.",1 round,5,Teleportation Circle,10 feet,False,conjuration,"['bard', 'sorcerer', 'wizard', 'level5']",5th-level conjuration,True,"V, M (rare chalks and inks infused with precious gems with 50 gp, which the spell consumes)",False,True,"['rare chalks and inks infused with precious gems with 50 gp, which the spell consumes']",,Cercle de téléportation,"En lançant le sort, vous dessinez un cercle de 3 mètres de diamètre sur le sol, sur lequel sont inscrits des sceaux qui relient votre position à un cercle de téléportation permanent de votre choix, dont vous connaissez la séquence de sceaux et qui se trouve sur le même plan d'existence que vous. Un portail scintillant s'ouvre dans le cercle que vous avez dessiné et reste ouvert jusqu'à la fin de votre prochain tour. Toute créature qui entre dans le portail apparaît instantanément à moins de 1,5 mètre du cercle de destination ou dans l'espace inoccupé le plus proche si cet espace est occupé.

De nombreux temples, guildes et autres lieux importants ont des cercles de téléportation permanents inscrits quelque part dans leurs limites. Chacun de ces cercles comprend une séquence de sceaux unique, une chaîne de runes magiques disposées selon un motif particulier. Lorsque vous obtenez pour la première fois la capacité de lancer ce sort, vous apprenez les séquences de sceaux de deux destinations sur le plan matériel, déterminées par le MD. Vous pouvez apprendre des séquences de sceaux supplémentaires au cours de vos aventures. Vous pouvez mémoriser une nouvelle séquence de sceaux après l'avoir étudiée pendant 1 minute.

Vous pouvez créer un cercle de téléportation permanent en lançant ce sort au même endroit tous les jours pendant un an. Vous n'avez pas besoin d'utiliser le cercle pour vous téléporter lorsque vous lancez le sort de cette manière.",
325,1 action,['druid'],"This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the same plane of existence. You must have seen or touched the destination plant at least once before. For the duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement.",1 round,6,Transport via Plants,10 feet,False,conjuration,"['druid', 'level6']",6th-level conjuration,False,"V, S",True,True,,,Transport par les plantes,"Ce sort crée un lien magique entre une plante inanimée de taille G ou plus à portée et une autre plante, à n'importe quelle distance, sur le même plan d'existence. Vous devez avoir vu ou touché la plante de destination au moins une fois auparavant. Pendant la durée du sort, n'importe quelle créature peut pénétrer dans la plante ciblée et en sortir en utilisant 1,50 mètre de mouvement.",
326,1 action,"['druid', 'ranger']","You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you're in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered.

You can use this transportation ability once per round for the duration. You must end each turn outside a tree.","Concentration, up to 1 minute",5,Tree Stride,Self,False,conjuration,"['druid', 'ranger', 'level5']",5th-level conjuration,False,"V, S",True,True,,,La foulée de l'arbre,"Vous pouvez entrer dans un arbre et vous déplacer de l'intérieur vers un autre arbre de la même espèce dans un rayon de 150 mètres. Les deux arbres doivent être vivants et au moins de la même taille que vous. Vous devez utiliser 1,5 mètre de mouvement pour entrer dans un arbre. Vous connaissez instantanément l'emplacement de tous les autres arbres de la même espèce dans un rayon de 150 mètres et, dans le cadre du mouvement utilisé pour entrer dans l'arbre, vous pouvez soit passer dans l'un de ces arbres, soit sortir de l'arbre dans lequel vous vous trouvez. Vous apparaissez à l'endroit de votre choix dans un rayon de 1,5 mètre de l'arbre de destination, en utilisant 1,5 mètre de mouvement supplémentaire. Si vous n'avez plus de mouvement, vous apparaissez dans un rayon de 1,5 mètre de l'arbre dans lequel vous êtes entré.

Vous pouvez utiliser cette capacité de transport une fois par tour pendant toute la durée du tour. Vous devez terminer chaque tour à l'extérieur d'un arbre.",
327,1 action,"['bard', 'cleric', 'sorcerer', 'warlock', 'wizard']","This spell gives the willing creature you touch the ability to see things as they actually are. For the duration, the creature has truesight, notices secret doors hidden by magic, and can see into the Ethereal Plane, all out to a range of 120 feet.",1 hour,6,True Seeing,Touch,False,divination,"['bard', 'cleric', 'sorcerer', 'warlock', 'wizard', 'level6']",6th-level divination,True,"V, S, M (an ointment for the eyes that costs 25 gp, is made from mushroom powder, saffron, and fat, and is consumed by the spell)",True,True,"['an ointment for the eyes that costs 25 gp, is made from mushroom powder, saffron, and fat, and is consumed by the spell']",,La vraie vision,"Ce sort confère à la créature consentante que vous touchez la capacité de voir les choses telles qu'elles sont réellement. Pendant la durée du sort, la créature a la vision pure, remarque les portes secrètes cachées par la magie et peut voir dans le plan éthéré, le tout dans un rayon de 36 mètres.",
328,1 action,"['warlock', 'wizard']","The touch of your shadow-wreathed hand can siphon life force from others to heal your wounds. Make a melee spell attack against a creature within your reach. On a hit, the target takes 3d6 necrotic damage, and you regain hit points equal to half the amount of necrotic damage dealt. Until the spell ends, you can make the attack again on each of your turns as an action.","Concentration, up to 1 minute",3,Vampiric Touch,Self,False,necromancy,"['warlock', 'wizard', 'level3']",3rd-level necromancy,False,"V,S",True,True,,"When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for each slot level above 3rd.",Toucher vampirique,"Le contact de votre main enveloppée d'ombre peut siphonner la force vitale des autres pour soigner vos blessures. Lancez une attaque de sort au corps à corps contre une créature à votre portée. En cas de succès, la cible subit 3d6 dégâts nécrotiques et vous récupérez des points de vie égaux à la moitié des dégâts nécrotiques infligés. Jusqu'à la fin du sort, vous pouvez lancer à nouveau l'attaque à chacun de vos tours en tant qu'action.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 4 ou supérieur, les dégâts augmentent de 1d6 pour chaque niveau d'emplacement supérieur au 3."
329,1 action,"['druid', 'sorcerer', 'wizard']","You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration.

When the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save.

One side of the wall, selected by you when you cast this spell, deals 5d8 fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage.","Concentration, up to 1 minute",4,Wall of Fire,120 feet,False,evocation,"['druid', 'sorcerer', 'wizard', 'level4']",4th-level evocation,True,"V, S, M (a small piece of phosphorus)",True,True,['a small piece of phosphorus'],"When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th.",Mur de feu,"Vous créez un mur de feu sur une surface solide à portée. Vous pouvez créer un mur mesurant jusqu'à 18 mètres de long, 6 mètres de haut et 30 centimètres d'épaisseur, ou un mur encerclé mesurant jusqu'à 6 mètres de diamètre, 6 mètres de haut et 30 centimètres d'épaisseur. Le mur est opaque et dure toute la durée du sort.

Lorsque le mur apparaît, chaque créature dans sa zone doit effectuer un jet de sauvegarde de Dextérité. En cas d'échec, une créature subit 5d8 dégâts de feu, ou la moitié de ces dégâts en cas de réussite.

Un côté du mur, sélectionné par vous lorsque vous lancez ce sort, inflige 5d8 dégâts de feu à chaque créature qui termine son tour à 3 mètres ou moins de ce côté ou à l'intérieur du mur. Une créature subit les mêmes dégâts lorsqu'elle entre dans le mur pour la première fois au cours d'un tour ou y termine son tour. L'autre côté du mur n'inflige aucun dégât.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 5 ou supérieur, les dégâts augmentent de 1d8 pour chaque niveau d'emplacement supérieur au 4."
330,1 action,['wizard'],"You create a wall of ice on a solid surface within range. You can form it into a hemispherical dome or a sphere with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-square panels. Each panel must be contiguous with another panel. In any form, the wall is 1 foot thick and lasts for the duration.

If the wall cuts through a creature’s space when it appears, the creature within its area is pushed to one side of the wall and must make a Dexterity saving throw. On a failed save, the creature takes 10d6 cold damage, or half as much damage on a successful save.

The wall is an object that can be damaged and thus breached. It has AC 12 and 30 hit points per 10-foot section, and it is vulnerable to fire damage. Reducing a 10-foot section of wall to 0 hit points destroys it and leaves behind a sheet of frigid air in the space the wall occupied. A creature moving through the sheet of frigid air for the first time on a turn must make a Constitution saving throw. That creature takes 5d6 cold damage on a failed save, or half as much damage on a successful one.","Concentration, up to 10 minutes",6,Wall of Ice,120 feet,False,evocation,"['wizard', 'level6']",6th-level evocation,True,"V, S, M (a small piece of quartz)",True,True,['a small piece of quartz'],"When you cast this spells using a spells slot of 7th level or higher, the damage the wall deals when it appears increases by 2d6, and the damage from passing through the sheet of frigid air increases by 1d6, for each slot level above 6th.",Mur de glace,"Vous créez un mur de glace sur une surface solide à portée. Vous pouvez lui donner la forme d'un dôme hémisphérique ou d'une sphère d'un rayon allant jusqu'à 3 mètres, ou vous pouvez façonner une surface plane composée de dix panneaux de 3 mètres carrés. Chaque panneau doit être contigu à un autre panneau. Quelle que soit sa forme, le mur a une épaisseur de 30 centimètres et dure toute la durée du sort.

Si le mur traverse l'espace d'une créature lorsqu'il apparaît, la créature dans sa zone est poussée d'un côté du mur et doit effectuer un jet de sauvegarde de Dextérité. En cas d'échec, la créature subit 10d6 dégâts de froid, ou la moitié de ces dégâts en cas de réussite.

Le mur est un objet qui peut être endommagé et donc percé. Il a une CA de 12 et 30 points de vie par section de 3 mètres, et il est vulnérable aux dégâts de feu. Réduire une section de mur de 3 mètres à 0 point de vie le détruit et laisse derrière lui une nappe d'air glacial dans l'espace qu'il occupait. Une créature qui traverse la couche d'air glacial pour la première fois au cours d'un tour doit réussir un jet de sauvegarde de Constitution. Cette créature subit 5d6 dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 7 ou supérieur, les dégâts infligés par le mur lorsqu'il apparaît augmentent de 2d6, et les dégâts causés par le passage à travers la feuille d'air glacial augmentent de 1d6, pour chaque niveau d'emplacement supérieur au 6."
331,1 action,['wizard'],"An invisible wall of force springs into existence at a point you choose within range. The wall appears in any orientation you choose, as a horizontal or vertical barrier or at an angle. It can be free floating or resting on a solid surface. You can form it into a hemispherical dome or a sphere with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. In any form, the wall is 1/4 inch thick. It lasts for the duration. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (your choice which side).

Nothing can physically pass through the wall. It is immune to all damage and can’t be dispelled by *[dispel magic](../dispel-magic/ ""dispel magic (lvl 3)"")*. A *[disintegrate](../disintegrate/ ""disintegrate (lvl 6)"")* spell destroys the wall instantly, however. The wall also extends into the Ethereal Plane, blocking ethereal travel through the wall.","Concentration, up to 10 minutes",5,Wall of Force,120 feet,False,evocation,"['wizard', 'level5']",5th-level evocation,True,"V, S, M (a pinch of powder made by crushing a clear gemstone)",True,True,['a pinch of powder made by crushing a clear gemstone'],,Mur de force,"Un mur de force invisible apparaît à un point que vous choisissez dans la portée. Le mur apparaît dans l'orientation de votre choix, comme une barrière horizontale ou verticale ou à un angle. Il peut flotter librement ou reposer sur une surface solide. Vous pouvez le former en un dôme hémisphérique ou une sphère avec un rayon allant jusqu'à 3 mètres, ou vous pouvez façonner une surface plane composée de dix panneaux de 3 mètres sur 3 mètres. Chaque panneau doit être contigu à un autre panneau. Quelle que soit sa forme, le mur a une épaisseur de 0,6 cm. Il dure toute la durée de l'effet. Si le mur traverse l'espace d'une créature lorsqu'il apparaît, la créature est poussée d'un côté du mur (c'est vous qui choisissez de quel côté).

Rien ne peut physiquement traverser le mur. Il est immunisé contre tous les dégâts et ne peut pas être dissipé par *[dispel magic](../dispel-magic/ ""dispel magic (lvl 3)"")*. Un sort *[désintégration](../désintégration/ ""désintégration (niveau 6)"")* détruit cependant instantanément le mur. Le mur s'étend également dans le plan éthéré, bloquant le voyage éthéré à travers le mur.",
332,1 action,"['druid', 'sorcerer', 'wizard']","A nonmagical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with at least one other panel. Alternatively, you can create 10-foot-by-20-foot panels that are only 3 inches thick.

If the wall cuts through a creature's space when it appears, the creature is pushed to one side of the wall (your choice). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface), that creature can make a Dexterity saving throw. On a success, it can use its reaction to move up to its speed so that it is no longer enclosed by the wall.

The wall can have any shape you desire, though it can't occupy the same space as a creature or object. The wall doesn't need to be vertical or rest on any firm foundation. It must, however, merge with and be solidly supported by existing stone. Thus, you can use this spell to bridge a chasm or create a ramp.

If you create a span greater than 20 feet in length, you must halve the size of each panel to create supports. You can crudely shape the wall to create crenellations, battlements, and so on.

The wall is an object made of stone that can be damaged and thus breached. Each panel has AC 15 and 30 hit points per inch of thickness. Reducing a panel to 0 hit points destroys it and might cause connected panels to collapse at the DM’s discretion.

If you maintain your concentration on this spell for its whole duration, the wall becomes permanent and can't be dispelled. Otherwise, the wall disappears when the spell ends.","Concentration, up to 10 minutes",5,Wall of Stone,120 feet,False,evocation,"['druid', 'sorcerer', 'wizard', 'level5']",5th-level evocation,True,"V, S, M (a small block of granite)",True,True,['a small block of granite'],,Mur de pierre,"Un mur non magique de pierre solide apparaît à un point que vous choisissez dans la portée. Le mur a une épaisseur de 15 cm et est composé de dix panneaux de 3 mètres sur 3 mètres. Chaque panneau doit être contigu à au moins un autre panneau. Alternativement, vous pouvez créer des panneaux de 3 mètres sur 6 mètres qui ne font que 7,5 cm d'épaisseur.

Si le mur traverse l'espace d'une créature lorsqu'il apparaît, la créature est poussée d'un côté du mur (votre choix). Si une créature est entourée de tous côtés par le mur (ou le mur et une autre surface solide), cette créature peut faire un jet de sauvegarde de Dextérité. En cas de réussite, elle peut utiliser sa réaction pour se déplacer jusqu'à sa vitesse afin de ne plus être enfermée par le mur.

Le mur peut avoir la forme que vous désirez, bien qu'il ne puisse pas occuper le même espace qu'une créature ou un objet. Le mur n'a pas besoin d'être vertical ou de reposer sur une fondation solide. Il doit cependant fusionner avec la pierre existante et être solidement soutenu par elle. Ainsi, vous pouvez utiliser ce sort pour combler un gouffre ou créer une rampe.

Si vous créez une portée supérieure à 20 pieds de longueur, vous devez réduire de moitié la taille de chaque panneau pour créer des supports. Vous pouvez façonner grossièrement le mur pour créer des créneaux, des remparts, etc.

Le mur est un objet en pierre qui peut être endommagé et donc percé. Chaque panneau a une CA de 15 et 30 points de vie par pouce d'épaisseur. Réduire un panneau à 0 point de vie le détruit et peut provoquer l'effondrement des panneaux connectés à la discrétion du MD.

Si vous maintenez votre concentration sur ce sort pendant toute sa durée, le mur devient permanent et ne peut pas être dissipé. Sinon, le mur disparaît à la fin du sort.",
